8.799999999999999771e-05,1.760000000000000090e-06,1.400000000000000148e-04,2.800000000000000297e-06
9.200000000000000007e-05,1.839999999999999959e-06,1.600000000000000131e-04,3.200000000000000279e-06
9.200000000000000007e-05,1.839999999999999959e-06,1.199999999999999895e-04,2.399999999999999891e-06
8.399999999999999535e-05,1.680000000000000009e-06,1.520000000000000084e-04,3.040000000000000117e-06
8.399999999999999535e-05,1.680000000000000009e-06,1.600000000000000131e-04,3.200000000000000279e-06
8.000000000000000654e-05,1.600000000000000139e-06,1.359999999999999989e-04,2.720000000000000216e-06
8.000000000000000654e-05,1.600000000000000139e-06,1.559999999999999972e-04,3.120000000000000198e-06
7.200000000000000182e-05,1.439999999999999977e-06,1.240000000000000054e-04,2.479999999999999972e-06
8.000000000000000654e-05,1.600000000000000139e-06,1.400000000000000148e-04,2.800000000000000297e-06
7.600000000000000418e-05,1.520000000000000058e-06,1.279999999999999942e-04,2.560000000000000054e-06
7.600000000000000418e-05,1.520000000000000058e-06,1.400000000000000148e-04,2.800000000000000297e-06
7.200000000000000182e-05,1.439999999999999977e-06,1.359999999999999989e-04,2.720000000000000216e-06
7.600000000000000418e-05,1.520000000000000058e-06,1.279999999999999942e-04,2.560000000000000054e-06
7.600000000000000418e-05,1.520000000000000058e-06,1.199999999999999895e-04,2.399999999999999891e-06
6.799999999999999946e-05,1.360000000000000108e-06,1.520000000000000084e-04,3.040000000000000117e-06
7.200000000000000182e-05,1.439999999999999977e-06,1.240000000000000054e-04,2.479999999999999972e-06
7.200000000000000182e-05,1.439999999999999977e-06,1.359999999999999989e-04,2.720000000000000216e-06
7.200000000000000182e-05,1.439999999999999977e-06,1.320000000000000101e-04,2.640000000000000135e-06
6.799999999999999946e-05,1.360000000000000108e-06,1.199999999999999895e-04,2.399999999999999891e-06
6.399999999999999710e-05,1.280000000000000027e-06,1.359999999999999989e-04,2.720000000000000216e-06
5.999999999999999474e-05,1.199999999999999946e-06,1.359999999999999989e-04,2.720000000000000216e-06
6.399999999999999710e-05,1.280000000000000027e-06,1.199999999999999895e-04,2.399999999999999891e-06
6.399999999999999710e-05,1.280000000000000027e-06,1.240000000000000054e-04,2.479999999999999972e-06
7.200000000000000182e-05,1.439999999999999977e-06,8.000000000000000654e-05,1.600000000000000139e-06
7.200000000000000182e-05,1.439999999999999977e-06,1.439999999999999765e-04,2.879999999999999531e-06
6.799999999999999946e-05,1.360000000000000108e-06,1.279999999999999942e-04,2.560000000000000054e-06
6.399999999999999710e-05,1.280000000000000027e-06,1.320000000000000101e-04,2.640000000000000135e-06
7.200000000000000182e-05,1.439999999999999977e-06,1.039999999999999936e-04,2.079999999999999991e-06
5.999999999999999474e-05,1.199999999999999946e-06,1.279999999999999942e-04,2.560000000000000054e-06
6.399999999999999710e-05,1.280000000000000027e-06,1.119999999999999983e-04,2.240000000000000153e-06
5.999999999999999474e-05,1.199999999999999946e-06,1.160000000000000007e-04,2.320000000000000234e-06
6.399999999999999710e-05,1.280000000000000027e-06,1.439999999999999765e-04,2.879999999999999531e-06
6.799999999999999946e-05,1.360000000000000108e-06,1.439999999999999765e-04,2.879999999999999531e-06
5.999999999999999474e-05,1.199999999999999946e-06,1.119999999999999983e-04,2.240000000000000153e-06
6.399999999999999710e-05,1.280000000000000027e-06,1.039999999999999936e-04,2.079999999999999991e-06
6.399999999999999710e-05,1.280000000000000027e-06,1.119999999999999983e-04,2.240000000000000153e-06
4.800000000000000122e-05,9.600000000000001260e-07,1.320000000000000101e-04,2.640000000000000135e-06
5.600000000000000594e-05,1.120000000000000076e-06,1.079999999999999960e-04,2.160000000000000072e-06
5.999999999999999474e-05,1.199999999999999946e-06,1.039999999999999936e-04,2.079999999999999991e-06
5.999999999999999474e-05,1.199999999999999946e-06,1.119999999999999983e-04,2.240000000000000153e-06
5.999999999999999474e-05,1.199999999999999946e-06,1.079999999999999960e-04,2.160000000000000072e-06
5.200000000000000358e-05,1.039999999999999995e-06,9.200000000000000007e-05,1.839999999999999959e-06
5.600000000000000594e-05,1.120000000000000076e-06,1.000000000000000048e-04,2.000000000000000333e-06
5.600000000000000594e-05,1.120000000000000076e-06,1.000000000000000048e-04,2.000000000000000333e-06
5.200000000000000358e-05,1.039999999999999995e-06,1.199999999999999895e-04,2.399999999999999891e-06
4.800000000000000122e-05,9.600000000000001260e-07,1.119999999999999983e-04,2.240000000000000153e-06
5.200000000000000358e-05,1.039999999999999995e-06,9.200000000000000007e-05,1.839999999999999959e-06
5.200000000000000358e-05,1.039999999999999995e-06,1.279999999999999942e-04,2.560000000000000054e-06
4.399999999999999886e-05,8.800000000000000449e-07,1.039999999999999936e-04,2.079999999999999991e-06
4.800000000000000122e-05,9.600000000000001260e-07,9.600000000000000243e-05,1.920000000000000252e-06
4.399999999999999886e-05,8.800000000000000449e-07,1.199999999999999895e-04,2.399999999999999891e-06
3.600000000000000091e-05,7.199999999999999886e-07,9.600000000000000243e-05,1.920000000000000252e-06
