Time,Voltage
2.29E-02,9.6
2.29E-02,9.8
2.29E-02,10
2.29E-02,9.8
2.29E-02,9.8
2.29E-02,10.2
2.29E-02,9.8
2.29E-02,10
2.29E-02,9.8
2.29E-02,9.6
2.29E-02,10.2
2.29E-02,9.6
2.29E-02,10
2.30E-02,9.8
2.30E-02,10.2
2.30E-02,9.8
2.30E-02,10.4
2.30E-02,10.4
2.30E-02,10.6
2.30E-02,10
2.30E-02,10.2
2.30E-02,10
2.30E-02,10.6
2.30E-02,10
2.30E-02,10.2
2.30E-02,9.8
2.30E-02,10.6
2.30E-02,10.2
2.30E-02,10.2
2.30E-02,9.8
2.30E-02,9.6
2.30E-02,9.6
2.30E-02,10
2.30E-02,10.2
2.30E-02,10.4
2.30E-02,10
2.30E-02,10.4
2.30E-02,10
2.31E-02,9.8
2.31E-02,10.2
2.31E-02,10.2
2.31E-02,10
2.31E-02,10
2.31E-02,10.4
2.31E-02,10.4
2.31E-02,9.8
2.31E-02,10.2
2.31E-02,10.2
2.31E-02,10.2
2.31E-02,9.6
2.31E-02,10.4
2.31E-02,10
2.31E-02,9.6
2.31E-02,9.8
2.31E-02,9.8
2.31E-02,10
2.31E-02,9.6
2.31E-02,9.6
2.31E-02,9.8
2.31E-02,10.2
2.31E-02,10
2.31E-02,9.4
2.31E-02,10.2
2.32E-02,10.2
2.32E-02,10.2
2.32E-02,10.2
2.32E-02,9.6
2.32E-02,10
2.32E-02,9.8
2.32E-02,9.8
2.32E-02,9.8
2.32E-02,9.8
2.32E-02,10
2.32E-02,10.2
2.32E-02,10.6
2.32E-02,10.4
2.32E-02,10
2.32E-02,9.8
2.32E-02,9.8
2.32E-02,10.4
2.32E-02,9.8
2.32E-02,9.8
2.32E-02,9.6
2.32E-02,9.6
2.32E-02,10
2.32E-02,10.2
2.32E-02,10
2.32E-02,9.6
2.33E-02,10.2
2.33E-02,10.2
2.33E-02,9.8
2.33E-02,10.4
2.33E-02,9.8
2.33E-02,10.4
2.33E-02,9.4
2.33E-02,9.6
2.33E-02,10.2
2.33E-02,10
2.33E-02,10.2
2.33E-02,9.6
2.33E-02,9.8
2.33E-02,10
2.33E-02,9.8
2.33E-02,9.8
2.33E-02,10.2
2.33E-02,9.4
2.33E-02,9.8
2.33E-02,9.8
2.33E-02,9.8
2.33E-02,9.8
2.33E-02,9.6
2.33E-02,10.2
2.33E-02,9.6
2.34E-02,10.6
2.34E-02,10.4
2.34E-02,10.4
2.34E-02,9.8
2.34E-02,10.2
2.34E-02,9.6
2.34E-02,10.2
2.34E-02,10
2.34E-02,10.2
2.34E-02,10.2
2.34E-02,10.2
2.34E-02,9.8
2.34E-02,10.6
2.34E-02,10
2.34E-02,9.8
2.34E-02,9.8
2.34E-02,9.6
2.34E-02,9.8
2.34E-02,10.4
2.34E-02,10.2
2.34E-02,9.6
2.34E-02,9.6
2.34E-02,9.8
2.34E-02,10.4
2.34E-02,9.6
2.35E-02,9.6
2.35E-02,10.2
2.35E-02,10.6
2.35E-02,10
2.35E-02,9.8
2.35E-02,10.4
2.35E-02,9.8
2.35E-02,9.6
2.35E-02,9.6
2.35E-02,9.6
2.35E-02,9.8
2.35E-02,10.4
2.35E-02,10
2.35E-02,10.2
2.35E-02,9.8
2.35E-02,9.8
2.35E-02,9.6
2.35E-02,10
2.35E-02,9.6
2.35E-02,9.8
2.35E-02,10
2.35E-02,9.8
2.35E-02,9.4
2.35E-02,9.8
2.35E-02,10.2
2.36E-02,9.8
2.36E-02,10.6
2.36E-02,9.8
2.36E-02,10.4
2.36E-02,10.2
2.36E-02,9.6
2.36E-02,9.6
2.36E-02,9.6
2.36E-02,10
2.36E-02,10.2
2.36E-02,10
2.36E-02,10
2.36E-02,10
2.36E-02,10
2.36E-02,10
2.36E-02,10
2.36E-02,10
2.36E-02,9.8
2.36E-02,9.6
2.36E-02,9.8
2.36E-02,9.6
2.36E-02,9.4
2.36E-02,9.8
2.36E-02,9.8
2.36E-02,10.2
2.37E-02,10.2
2.37E-02,9.6
2.37E-02,10
2.37E-02,10
2.37E-02,10
2.37E-02,9.6
2.37E-02,9.8
2.37E-02,10.2
2.37E-02,10
2.37E-02,10.2
2.37E-02,9.6
2.37E-02,9.6
2.37E-02,10.4
2.37E-02,9.8
2.37E-02,9.8
2.37E-02,10.2
2.37E-02,9.8
2.37E-02,10
2.37E-02,9.6
2.37E-02,10
2.37E-02,10.2
2.37E-02,9.6
2.37E-02,10
2.37E-02,10.2
2.37E-02,10.2
2.38E-02,10.4
2.38E-02,10.4
2.38E-02,10
2.38E-02,10
2.38E-02,9.6
2.38E-02,10.2
2.38E-02,10
2.38E-02,9.8
2.38E-02,9.8
2.38E-02,10.2
2.38E-02,9.8
2.38E-02,10.6
2.38E-02,10
2.38E-02,10.2
2.38E-02,9.8
2.38E-02,10
2.38E-02,9.8
2.38E-02,9.8
2.38E-02,9.6
2.38E-02,9.6
2.38E-02,9.6
2.38E-02,10.4
2.38E-02,9.8
2.38E-02,10
2.38E-02,9.6
2.39E-02,10.2
2.39E-02,10
2.39E-02,9.8
2.39E-02,9.6
2.39E-02,9.8
2.39E-02,10
2.39E-02,10.2
2.39E-02,9.4
2.39E-02,9.6
2.39E-02,9.6
2.39E-02,10
2.39E-02,10.4
2.39E-02,9.6
2.39E-02,10
2.39E-02,9.8
2.39E-02,9.8
2.39E-02,10
2.39E-02,10
2.39E-02,9.6
2.39E-02,9.8
2.39E-02,9.6
2.39E-02,9.6
2.39E-02,10.6
2.39E-02,9.6
2.39E-02,10.2
2.40E-02,10.2
2.40E-02,9.8
2.40E-02,10
2.40E-02,9.8
2.40E-02,10
2.40E-02,9.6
2.40E-02,9.4
2.40E-02,9.6
2.40E-02,10
2.40E-02,10.2
2.40E-02,10.4
2.40E-02,9.8
2.40E-02,9.8
2.40E-02,9.8
2.40E-02,10
2.40E-02,10.4
2.40E-02,9.6
2.40E-02,10.2
2.40E-02,9.4
2.40E-02,10
2.40E-02,9.6
2.40E-02,9.6
2.40E-02,9.6
2.40E-02,9.6
2.40E-02,10.6
2.41E-02,9.6
2.41E-02,10
2.41E-02,10
2.41E-02,9.6
2.41E-02,9.8
2.41E-02,9.6
2.41E-02,10.2
2.41E-02,9.8
2.41E-02,9.6
2.41E-02,9.8
2.41E-02,9.6
2.41E-02,10
2.41E-02,9.8
2.41E-02,9.4
2.41E-02,9.8
2.41E-02,10.2
2.41E-02,9.8
2.41E-02,9.8
2.41E-02,9.6
2.41E-02,9.4
2.41E-02,9.8
2.41E-02,10
2.41E-02,9.8
2.41E-02,10.6
2.41E-02,9.8
2.42E-02,10.4
2.42E-02,9.8
2.42E-02,10.6
2.42E-02,9.8
2.42E-02,10
2.42E-02,9.8
2.42E-02,10
2.42E-02,9.8
2.42E-02,10.2
2.42E-02,9.8
2.42E-02,10
2.42E-02,9.8
2.42E-02,10.6
2.42E-02,9.8
2.42E-02,10.4
2.42E-02,10.2
2.42E-02,10
2.42E-02,10.2
2.42E-02,9.8
2.42E-02,10
2.42E-02,9.8
2.42E-02,9.6
2.42E-02,10
2.42E-02,9.8
2.42E-02,10
2.43E-02,10
2.43E-02,9.8
2.43E-02,9.6
2.43E-02,10
2.43E-02,9.8
2.43E-02,10.2
2.43E-02,9.6
2.43E-02,9.6
2.43E-02,9.8
2.43E-02,9.8
2.43E-02,10.4
2.43E-02,10.2
2.43E-02,10
2.43E-02,9.8
2.43E-02,9.6
2.43E-02,9
2.43E-02,9.6
2.43E-02,10
2.43E-02,10
2.43E-02,9.8
2.43E-02,10.2
2.43E-02,10
2.43E-02,9.8
2.43E-02,10.2
2.43E-02,10.6
2.44E-02,9.6
2.44E-02,9.8
2.44E-02,9.8
2.44E-02,10
2.44E-02,9.6
2.44E-02,9.4
2.44E-02,9.6
2.44E-02,9.8
2.44E-02,9.8
2.44E-02,9.8
2.44E-02,10
2.44E-02,10.2
2.44E-02,9.8
2.44E-02,10
2.44E-02,10
2.44E-02,9.8
2.44E-02,9.8
2.44E-02,9.6
2.44E-02,10
2.44E-02,9.6
2.44E-02,10
2.44E-02,9.4
2.44E-02,9.6
2.44E-02,10.2
2.44E-02,9.6
2.45E-02,9.8
2.45E-02,10
2.45E-02,10
2.45E-02,9.4
2.45E-02,9.6
2.45E-02,9.8
2.45E-02,9.8
2.45E-02,9.6
2.45E-02,10.2
2.45E-02,9.4
2.45E-02,10
2.45E-02,10
2.45E-02,9.6
2.45E-02,10
2.45E-02,9.4
2.45E-02,9.8
2.45E-02,9.6
2.45E-02,9.6
2.45E-02,10.2
2.45E-02,9.6
2.45E-02,10.4
2.45E-02,9.8
2.45E-02,9.8
2.45E-02,9.6
2.45E-02,10.8
2.46E-02,10.4
2.46E-02,10
2.46E-02,9.6
2.46E-02,10
2.46E-02,9.8
2.46E-02,10.2
2.46E-02,9.8
2.46E-02,9.8
2.46E-02,9.8
2.46E-02,10.6
2.46E-02,10
2.46E-02,10.2
2.46E-02,9.6
2.46E-02,9.6
2.46E-02,9
2.46E-02,9.8
2.46E-02,9.4
2.46E-02,9.8
2.46E-02,10
2.46E-02,9.8
2.46E-02,9.6
2.46E-02,9.6
2.46E-02,9.8
2.46E-02,10
2.46E-02,10.2
2.47E-02,9.8
2.47E-02,9.6
2.47E-02,10
2.47E-02,9.8
2.47E-02,9.8
2.47E-02,9.4
2.47E-02,9.6
2.47E-02,9.6
2.47E-02,9.6
2.47E-02,10
2.47E-02,9.4
2.47E-02,9.6
2.47E-02,9.6
2.47E-02,9.6
2.47E-02,9.6
2.47E-02,9.6
2.47E-02,10
2.47E-02,10
2.47E-02,9.6
2.47E-02,9.6
2.47E-02,9.8
2.47E-02,10.2
2.47E-02,9.8
2.47E-02,10.2
2.47E-02,9.8
2.48E-02,9.8
2.48E-02,9.6
2.48E-02,9.6
2.48E-02,9.6
2.48E-02,10.2
2.48E-02,9.8
2.48E-02,9.8
2.48E-02,9.8
2.48E-02,9.8
2.48E-02,9.8
2.48E-02,10
2.48E-02,9.8
2.48E-02,10.4
2.48E-02,9.8
2.48E-02,9.8
2.48E-02,9.4
2.48E-02,9.6
2.48E-02,10
2.48E-02,10.2
2.48E-02,9.8
2.48E-02,10.2
2.48E-02,9.4
2.48E-02,9.8
2.48E-02,9.8
2.48E-02,9.8
2.49E-02,9.8
2.49E-02,9.8
2.49E-02,9.4
2.49E-02,10
2.49E-02,10.2
2.49E-02,10
2.49E-02,9.8
2.49E-02,9.4
2.49E-02,9.8
2.49E-02,9.8
2.49E-02,9.8
2.49E-02,9.8
2.49E-02,9.8
2.49E-02,9.6
2.49E-02,9.8
2.49E-02,9.4
2.49E-02,9.8
2.49E-02,9.4
2.49E-02,9.6
2.49E-02,10
2.49E-02,10.2
2.49E-02,10.2
2.49E-02,10
2.49E-02,9.8
2.49E-02,9.6
2.50E-02,10.2
2.50E-02,9.6
2.50E-02,9.8
2.50E-02,10.2
2.50E-02,9.8
2.50E-02,9.8
2.50E-02,9.8
2.50E-02,9.8
2.50E-02,10
2.50E-02,9.8
2.50E-02,9.8
2.50E-02,9.6
2.50E-02,10
2.50E-02,9.6
2.50E-02,9.8
2.50E-02,9.6
2.50E-02,9.6
2.50E-02,9.6
2.50E-02,9.8
2.50E-02,10
2.50E-02,9.8
2.50E-02,9.4
2.50E-02,10.6
2.50E-02,10
2.50E-02,10.4
2.51E-02,9.8
2.51E-02,9.8
2.51E-02,9.8
2.51E-02,9.8
2.51E-02,9.6
2.51E-02,9.6
2.51E-02,9.4
2.51E-02,9.8
2.51E-02,9.6
2.51E-02,9.8
2.51E-02,9.6
2.51E-02,9.6
2.51E-02,9.6
2.51E-02,9.8
2.51E-02,9.8
2.51E-02,9.8
2.51E-02,10
2.51E-02,9.6
2.51E-02,9.8
2.51E-02,9.8
2.51E-02,10.2
2.51E-02,9.8
2.51E-02,10.2
2.51E-02,9.4
2.51E-02,9.6
2.52E-02,9.4
2.52E-02,10
2.52E-02,9.6
2.52E-02,9
2.52E-02,9.6
2.52E-02,9.8
2.52E-02,9.8
2.52E-02,9.6
2.52E-02,9.6
2.52E-02,9.8
2.52E-02,10
2.52E-02,10
2.52E-02,9.6
2.52E-02,9.4
2.52E-02,9.8
2.52E-02,9.6
2.52E-02,9.8
2.52E-02,9.4
2.52E-02,9.6
2.52E-02,9.8
2.52E-02,9.6
2.52E-02,10
2.52E-02,9.6
2.52E-02,10.4
2.52E-02,10
2.53E-02,9.6
2.53E-02,9.4
2.53E-02,9.8
2.53E-02,9.8
2.53E-02,9.6
2.53E-02,9.4
2.53E-02,9.4
2.53E-02,9
2.53E-02,9.8
2.53E-02,9.8
2.53E-02,9.6
2.53E-02,9.8
2.53E-02,9.4
2.53E-02,9.8
2.53E-02,9
2.53E-02,9.6
2.53E-02,9.8
2.53E-02,9.2
2.53E-02,10.2
2.53E-02,9.8
2.53E-02,10.2
2.53E-02,10
2.53E-02,10.4
2.53E-02,10.4
2.53E-02,10
2.54E-02,10
2.54E-02,10
2.54E-02,9.8
2.54E-02,9.8
2.54E-02,10
2.54E-02,9.8
2.54E-02,9.8
2.54E-02,10.2
2.54E-02,9.8
2.54E-02,9.8
2.54E-02,9.6
2.54E-02,9.8
2.54E-02,9.4
2.54E-02,9.8
2.54E-02,9.8
2.54E-02,10
2.54E-02,9.8
2.54E-02,9.6
2.54E-02,9.8
2.54E-02,9.6
2.54E-02,9.4
2.54E-02,9.8
2.54E-02,9.8
2.54E-02,9.8
2.54E-02,9.6
2.55E-02,9.4
2.55E-02,9.8
2.55E-02,9.8
2.55E-02,9.4
2.55E-02,9.6
2.55E-02,9.6
2.55E-02,9.6
2.55E-02,9.8
2.55E-02,9.6
2.55E-02,9.6
2.55E-02,9.6
2.55E-02,9.8
2.55E-02,9.8
2.55E-02,9.6
2.55E-02,9.6
2.55E-02,10
2.55E-02,9.6
2.55E-02,9.6
2.55E-02,10
2.55E-02,9.8
2.55E-02,10.6
2.55E-02,10.2
2.55E-02,9.4
2.55E-02,10
2.55E-02,9.6
2.56E-02,9.6
2.56E-02,9.4
2.56E-02,9.6
2.56E-02,10
2.56E-02,10
2.56E-02,10
2.56E-02,9.6
2.56E-02,9.8
2.56E-02,10
2.56E-02,9.6
2.56E-02,9.8
2.56E-02,9.8
2.56E-02,9.4
2.56E-02,9.8
2.56E-02,9.4
2.56E-02,9.8
2.56E-02,9.4
2.56E-02,10.4
2.56E-02,9.4
2.56E-02,9.6
2.56E-02,10
2.56E-02,9.6
2.56E-02,9.6
2.56E-02,9.8
2.56E-02,9.8
2.57E-02,9.4
2.57E-02,9.8
2.57E-02,10.2
2.57E-02,9.8
2.57E-02,9.8
2.57E-02,9.8
2.57E-02,9
2.57E-02,9.6
2.57E-02,9.6
2.57E-02,9.6
2.57E-02,9.8
2.57E-02,9.8
2.57E-02,9.8
2.57E-02,9.4
2.57E-02,9.2
2.57E-02,9.8
2.57E-02,9.8
2.57E-02,10.2
2.57E-02,9.6
2.57E-02,9.8
2.57E-02,9.6
2.57E-02,9.8
2.57E-02,9.6
2.57E-02,9.8
2.57E-02,9.6
2.58E-02,10
2.58E-02,9.8
2.58E-02,10
2.58E-02,9.8
2.58E-02,10
2.58E-02,9.8
2.58E-02,10.2
2.58E-02,9.8
2.58E-02,9.8
2.58E-02,9.4
2.58E-02,9.8
2.58E-02,9.8
2.58E-02,9.8
2.58E-02,9.4
2.58E-02,10
2.58E-02,9.6
2.58E-02,9.6
2.58E-02,9.8
2.58E-02,9.6
2.58E-02,9.8
2.58E-02,10
2.58E-02,10
2.58E-02,9.8
2.58E-02,9.6
2.58E-02,10
2.59E-02,9.8
2.59E-02,9.6
2.59E-02,9.4
2.59E-02,10.2
2.59E-02,9.4
2.59E-02,9.6
2.59E-02,10
2.59E-02,9.6
2.59E-02,9.6
2.59E-02,9.8
2.59E-02,9.2
2.59E-02,9.8
2.59E-02,9.8
2.59E-02,9.8
2.59E-02,10
2.59E-02,9.8
2.59E-02,9.4
2.59E-02,10.2
2.59E-02,9.4
2.59E-02,10.2
2.59E-02,10
2.59E-02,9.4
2.59E-02,9.8
2.59E-02,9.4
2.59E-02,9.6
2.60E-02,9.4
2.60E-02,9.4
2.60E-02,9.6
2.60E-02,10
2.60E-02,10
2.60E-02,9.6
2.60E-02,9.6
2.60E-02,10.2
2.60E-02,9.6
2.60E-02,9.6
2.60E-02,9.6
2.60E-02,9.4
2.60E-02,9.4
2.60E-02,9.4
2.60E-02,10
2.60E-02,9.4
2.60E-02,9.6
2.60E-02,9.8
2.60E-02,9
2.60E-02,10
2.60E-02,9.6
2.60E-02,9.6
2.60E-02,9.6
2.60E-02,9.8
2.60E-02,9.4
2.61E-02,10
2.61E-02,9.8
2.61E-02,10
2.61E-02,9.6
2.61E-02,9.8
2.61E-02,9.4
2.61E-02,9.6
2.61E-02,9.6
2.61E-02,9.8
2.61E-02,10
2.61E-02,9.4
2.61E-02,9.8
2.61E-02,9.4
2.61E-02,9.8
2.61E-02,9.4
2.61E-02,9.6
2.61E-02,10
2.61E-02,9.6
2.61E-02,10
2.61E-02,9.2
2.61E-02,9.8
2.61E-02,9.8
2.61E-02,9.8
2.61E-02,9.8
2.61E-02,9.6
2.62E-02,9.8
2.62E-02,9.6
2.62E-02,10
2.62E-02,9.6
2.62E-02,9.6
2.62E-02,10.2
2.62E-02,9.8
2.62E-02,9.8
2.62E-02,9
2.62E-02,10
2.62E-02,9.6
2.62E-02,9.6
2.62E-02,9.6
2.62E-02,9.6
2.62E-02,9.6
2.62E-02,9.6
2.62E-02,9.6
2.62E-02,9.6
2.62E-02,9.6
2.62E-02,9.6
2.62E-02,9.8
2.62E-02,9.6
2.62E-02,9.6
2.62E-02,9.8
2.62E-02,10
2.63E-02,9.6
2.63E-02,9.6
2.63E-02,9.4
2.63E-02,9.4
2.63E-02,9
2.63E-02,10
2.63E-02,9.4
2.63E-02,9.6
2.63E-02,9.6
2.63E-02,9.6
2.63E-02,9.6
2.63E-02,9.6
2.63E-02,9.6
2.63E-02,9.8
2.63E-02,9.8
2.63E-02,9
2.63E-02,10
2.63E-02,9.8
2.63E-02,9.8
2.63E-02,10
2.63E-02,9.4
2.63E-02,10
2.63E-02,9.4
2.63E-02,9.6
2.63E-02,9.4
2.64E-02,9.4
2.64E-02,9.6
2.64E-02,9.8
2.64E-02,10
2.64E-02,9.6
2.64E-02,9.8
2.64E-02,10
2.64E-02,9.6
2.64E-02,9.8
2.64E-02,9.6
2.64E-02,9.4
2.64E-02,9.4
2.64E-02,9.4
2.64E-02,9.6
2.64E-02,9.8
2.64E-02,9.6
2.64E-02,9.4
2.64E-02,9.4
2.64E-02,9.8
2.64E-02,9.2
2.64E-02,9.8
2.64E-02,10
2.64E-02,9.6
2.64E-02,9.6
2.64E-02,9.6
2.65E-02,9.6
2.65E-02,9.8
2.65E-02,9.6
2.65E-02,9.4
2.65E-02,9.8
2.65E-02,9.6
2.65E-02,9.8
2.65E-02,10
2.65E-02,10
2.65E-02,9.4
2.65E-02,9.8
2.65E-02,9.8
2.65E-02,9.8
2.65E-02,9.4
2.65E-02,9.6
2.65E-02,10
2.65E-02,10.2
2.65E-02,9.6
2.65E-02,9.8
2.65E-02,9.8
2.65E-02,9.6
2.65E-02,9.6
2.65E-02,9.6
2.65E-02,9.8
2.65E-02,10.2
2.66E-02,9.8
2.66E-02,9.8
2.66E-02,10
2.66E-02,9.6
2.66E-02,9.8
2.66E-02,10
2.66E-02,9.8
2.66E-02,9.6
2.66E-02,9.6
2.66E-02,9.2
2.66E-02,9.8
2.66E-02,9.4
2.66E-02,9.8
2.66E-02,9.6
2.66E-02,9.6
2.66E-02,10
2.66E-02,10.4
2.66E-02,9.4
2.66E-02,9.4
2.66E-02,9.8
2.66E-02,9.6
2.66E-02,9.6
2.66E-02,9.8
2.66E-02,9.8
2.66E-02,10.2
2.67E-02,9.4
2.67E-02,9.4
2.67E-02,9.8
2.67E-02,9.6
2.67E-02,10.4
2.67E-02,9.4
2.67E-02,9.8
2.67E-02,9.6
2.67E-02,9.6
2.67E-02,9.6
2.67E-02,9.6
2.67E-02,9.8
2.67E-02,9.8
2.67E-02,10
2.67E-02,9.4
2.67E-02,9.6
2.67E-02,9.6
2.67E-02,10.2
2.67E-02,9.8
2.67E-02,9.4
2.67E-02,9.8
2.67E-02,9.4
2.67E-02,9.2
2.67E-02,9.8
2.67E-02,9.4
2.68E-02,9.8
2.68E-02,9.8
2.68E-02,9.8
2.68E-02,9.6
2.68E-02,9.6
2.68E-02,9.8
2.68E-02,9.6
2.68E-02,9.8
2.68E-02,9.6
2.68E-02,9.6
2.68E-02,9.4
2.68E-02,9.4
2.68E-02,9.6
2.68E-02,9.4
2.68E-02,9.6
2.68E-02,9.4
2.68E-02,9.6
2.68E-02,9.2
2.68E-02,9.2
2.68E-02,9.6
2.68E-02,9.6
2.68E-02,9
2.68E-02,9.4
2.68E-02,9.6
2.68E-02,9.4
2.69E-02,9.6
2.69E-02,9.6
2.69E-02,9.4
2.69E-02,9.4
2.69E-02,9.6
2.69E-02,9.6
2.69E-02,9.6
2.69E-02,10
2.69E-02,9
2.69E-02,9.8
2.69E-02,9.4
2.69E-02,9.8
2.69E-02,9.2
2.69E-02,9.6
2.69E-02,11
2.69E-02,9.4
2.69E-02,9.8
2.69E-02,9.6
2.69E-02,9.8
2.69E-02,9.6
2.69E-02,9.8
2.69E-02,9.6
2.69E-02,9.8
2.69E-02,9.8
2.69E-02,10
2.70E-02,9.8
2.70E-02,9.8
2.70E-02,9.6
2.70E-02,9.8
2.70E-02,10
2.70E-02,9.6
2.70E-02,9.6
2.70E-02,9.2
2.70E-02,9
2.70E-02,10
2.70E-02,9.6
2.70E-02,9.6
2.70E-02,9.6
2.70E-02,9.2
2.70E-02,9.6
2.70E-02,9.6
2.70E-02,9.6
2.70E-02,10
2.70E-02,9.4
2.70E-02,9.4
2.70E-02,9.6
2.70E-02,9.6
2.70E-02,9.4
2.70E-02,9.4
2.70E-02,9.4
2.71E-02,9.4
2.71E-02,9.4
2.71E-02,9.4
2.71E-02,9.8
2.71E-02,9.4
2.71E-02,9.6
2.71E-02,9.6
2.71E-02,9
2.71E-02,9.6
2.71E-02,9.2
2.71E-02,9.2
2.71E-02,10
2.71E-02,9.6
2.71E-02,9.4
2.71E-02,9.8
2.71E-02,9.6
2.71E-02,9.8
2.71E-02,10.2
2.71E-02,9.6
2.71E-02,9.6
2.71E-02,9.4
2.71E-02,9.6
2.71E-02,9.4
2.71E-02,9.4
2.71E-02,9.6
2.72E-02,9.8
2.72E-02,9.8
2.72E-02,9.6
2.72E-02,9.6
2.72E-02,9.8
2.72E-02,9.2
2.72E-02,9.8
2.72E-02,9.6
2.72E-02,9.4
2.72E-02,9
2.72E-02,9.6
2.72E-02,9.6
2.72E-02,9.6
2.72E-02,9.8
2.72E-02,9.4
2.72E-02,9.4
2.72E-02,9.8
2.72E-02,9.6
2.72E-02,9.6
2.72E-02,9.6
2.72E-02,9.8
2.72E-02,9.4
2.72E-02,9.6
2.72E-02,9.4
2.72E-02,9.8
2.73E-02,9.4
2.73E-02,9.4
2.73E-02,9
2.73E-02,9.4
2.73E-02,9.8
2.73E-02,9.8
2.73E-02,9.8
2.73E-02,9.2
2.73E-02,9.8
2.73E-02,9.4
2.73E-02,9.6
2.73E-02,9
2.73E-02,9.6
2.73E-02,9.8
2.73E-02,9.6
2.73E-02,9.8
2.73E-02,9.8
2.73E-02,10
2.73E-02,9.6
2.73E-02,9.6
2.73E-02,9.6
2.73E-02,9.8
2.73E-02,9.4
2.73E-02,9.8
2.73E-02,9.8
2.74E-02,9.8
2.74E-02,9.6
2.74E-02,9.8
2.74E-02,9.8
2.74E-02,9.8
2.74E-02,9
2.74E-02,9.6
2.74E-02,9.6
2.74E-02,9.6
2.74E-02,9.6
2.74E-02,10
2.74E-02,9.6
2.74E-02,10
2.74E-02,9.6
2.74E-02,9.8
2.74E-02,9.4
2.74E-02,9.4
2.74E-02,9.8
2.74E-02,9.8
2.74E-02,9.6
2.74E-02,9.6
2.74E-02,9.4
2.74E-02,9.4
2.74E-02,9.4
2.74E-02,9.8
2.75E-02,9.4
2.75E-02,9.6
2.75E-02,10
2.75E-02,9.4
2.75E-02,9.6
2.75E-02,9.6
2.75E-02,9.8
2.75E-02,9.6
2.75E-02,9.6
2.75E-02,9.6
2.75E-02,9.8
2.75E-02,9.6
2.75E-02,9.4
2.75E-02,9.8
2.75E-02,9.6
2.75E-02,9.8
2.75E-02,9.8
2.75E-02,9
2.75E-02,9.6
2.75E-02,9
2.75E-02,9.2
2.75E-02,9
2.75E-02,9.4
2.75E-02,9.8
2.75E-02,9.8
2.76E-02,9.8
2.76E-02,9.6
2.76E-02,9.6
2.76E-02,9.4
2.76E-02,9.2
2.76E-02,9.6
2.76E-02,9.6
2.76E-02,9.4
2.76E-02,9.4
2.76E-02,9.4
2.76E-02,9.6
2.76E-02,9.4
2.76E-02,9.6
2.76E-02,9.8
2.76E-02,9.4
2.76E-02,9.4
2.76E-02,9.2
2.76E-02,9.6
2.76E-02,9.6
2.76E-02,9.6
2.76E-02,9
2.76E-02,9.2
2.76E-02,9.4
2.76E-02,9.6
2.76E-02,9.4
2.77E-02,9
2.77E-02,9.6
2.77E-02,9.6
2.77E-02,9.6
2.77E-02,9.8
2.77E-02,9.8
2.77E-02,9
2.77E-02,9.2
2.77E-02,9
2.77E-02,9.6
2.77E-02,9.4
2.77E-02,9.6
2.77E-02,10
2.77E-02,9.4
2.77E-02,9.4
2.77E-02,9.6
2.77E-02,9.8
2.77E-02,9.6
2.77E-02,9.6
2.77E-02,9.6
2.77E-02,10
2.77E-02,9.8
2.77E-02,9.8
2.77E-02,9.8
2.77E-02,9.6
2.78E-02,9.6
2.78E-02,10
2.78E-02,9.8
2.78E-02,9.6
2.78E-02,8.8
2.78E-02,9.6
2.78E-02,9.4
2.78E-02,9.6
2.78E-02,9.4
2.78E-02,9.6
2.78E-02,9.2
2.78E-02,9.6
2.78E-02,9
2.78E-02,9.8
2.78E-02,9.4
2.78E-02,9.4
2.78E-02,9.4
2.78E-02,9.6
2.78E-02,9.6
2.78E-02,9.6
2.78E-02,9.4
2.78E-02,9.4
2.78E-02,9
2.78E-02,9.2
2.78E-02,9
2.79E-02,9.8
2.79E-02,9.2
2.79E-02,9.8
2.79E-02,9.2
2.79E-02,9.6
2.79E-02,9.4
2.79E-02,9.2
2.79E-02,9.6
2.79E-02,9.6
2.79E-02,10
2.79E-02,9.6
2.79E-02,9.4
2.79E-02,9.8
2.79E-02,9.6
2.79E-02,10
2.79E-02,9.4
2.79E-02,8.8
2.79E-02,9.6
2.79E-02,9.4
2.79E-02,9.6
2.79E-02,9.4
2.79E-02,9
2.79E-02,9.6
2.79E-02,9.8
2.79E-02,9.8
2.80E-02,9.6
2.80E-02,9.6
2.80E-02,9.8
2.80E-02,9.2
2.80E-02,9.6
2.80E-02,9.6
2.80E-02,9.4
2.80E-02,9.4
2.80E-02,8.8
2.80E-02,9.6
2.80E-02,9.4
2.80E-02,9.2
2.80E-02,9.4
2.80E-02,9.4
2.80E-02,10
2.80E-02,9.2
2.80E-02,9.2
2.80E-02,9.6
2.80E-02,9.2
2.80E-02,9.4
2.80E-02,9.6
2.80E-02,9.6
2.80E-02,9.6
2.80E-02,9
2.80E-02,9
2.81E-02,9.4
2.81E-02,9.2
2.81E-02,9.6
2.81E-02,9.2
2.81E-02,9.2
2.81E-02,9.4
2.81E-02,10
2.81E-02,9.4
2.81E-02,9.6
2.81E-02,9.4
2.81E-02,9.2
2.81E-02,10.2
2.81E-02,9.8
2.81E-02,9.4
2.81E-02,9.6
2.81E-02,9.6
2.81E-02,9.8
2.81E-02,9.8
2.81E-02,9.6
2.81E-02,10
2.81E-02,9.4
2.81E-02,9.8
