3.200000000000000000e+02,-1.010933999999999955e+01
3.201000000000000227e+02,-1.003633999999999915e+01
3.201999999999999886e+02,-9.943910000000000693e+00
3.203000000000000114e+02,-9.906359999999999388e+00
3.203999999999999773e+02,-9.970319999999999183e+00
3.205000000000000000e+02,-1.006927999999999912e+01
3.206000000000000227e+02,-1.006376999999999988e+01
3.206999999999999886e+02,-9.944169999999999732e+00
3.208000000000000114e+02,-9.848240000000000549e+00
3.208999999999999773e+02,-9.869089999999999918e+00
3.210000000000000000e+02,-9.957639999999999603e+00
3.211000000000000227e+02,-1.000071999999999939e+01
3.211999999999999886e+02,-9.960839999999999250e+00
3.213000000000000114e+02,-9.876340000000000785e+00
3.213999999999999773e+02,-9.820399999999999352e+00
3.215000000000000000e+02,-9.856130000000000280e+00
3.216000000000000227e+02,-9.945779999999999177e+00
3.216999999999999886e+02,-9.953820000000000334e+00
3.218000000000000114e+02,-9.852919999999999234e+00
3.218999999999999773e+02,-9.768110000000000070e+00
3.220000000000000000e+02,-9.790919999999999845e+00
3.221000000000000227e+02,-9.882630000000000692e+00
3.221999999999999886e+02,-9.936239999999999739e+00
3.223000000000000114e+02,-9.898389999999999134e+00
3.223999999999999773e+02,-9.799089999999999634e+00
3.225000000000000000e+02,-9.724429999999999907e+00
3.226000000000000227e+02,-9.756040000000000489e+00
3.226999999999999886e+02,-9.867509999999999337e+00
3.228000000000000114e+02,-9.910370000000000346e+00
3.228999999999999773e+02,-9.828770000000000451e+00
3.230000000000000000e+02,-9.732950000000000657e+00
3.231000000000000227e+02,-9.726760000000000517e+00
3.231999999999999886e+02,-9.795199999999999463e+00
3.233000000000000114e+02,-9.853730000000000544e+00
3.233999999999999773e+02,-9.837730000000000530e+00
3.235000000000000000e+02,-9.760109999999999175e+00
3.236000000000000227e+02,-9.692920000000000869e+00
3.236999999999999886e+02,-9.716920000000000002e+00
3.238000000000000114e+02,-9.823240000000000194e+00
3.238999999999999773e+02,-9.867820000000000036e+00
3.240000000000000000e+02,-9.786530000000000840e+00
3.241000000000000227e+02,-9.678359999999999630e+00
3.241999999999999886e+02,-9.663230000000000430e+00
3.243000000000000114e+02,-9.738759999999999195e+00
3.243999999999999773e+02,-9.821310000000000429e+00
3.245000000000000000e+02,-9.830859999999999488e+00
3.246000000000000227e+02,-9.758910000000000196e+00
3.246999999999999886e+02,-9.669560000000000599e+00
3.248000000000000114e+02,-9.664320000000000022e+00
3.248999999999999773e+02,-9.758449999999999847e+00
3.250000000000000000e+02,-9.827970000000000539e+00
3.251000000000000227e+02,-9.778760000000000119e+00
3.251999999999999886e+02,-9.687649999999999650e+00
3.253000000000000114e+02,-9.668150000000000688e+00
3.253999999999999773e+02,-9.731030000000000513e+00
3.255000000000000000e+02,-9.808450000000000557e+00
3.256000000000000227e+02,-9.819490000000000052e+00
3.256999999999999886e+02,-9.747859999999999303e+00
3.258000000000000114e+02,-9.657090000000000174e+00
3.258999999999999773e+02,-9.654030000000000555e+00
3.260000000000000000e+02,-9.759829999999999117e+00
3.261000000000000227e+02,-9.851660000000000750e+00
3.261999999999999886e+02,-9.815049999999999386e+00
3.263000000000000114e+02,-9.711859999999999715e+00
3.263999999999999773e+02,-9.664740000000000109e+00
3.265000000000000000e+02,-9.706739999999999924e+00
3.266000000000000227e+02,-9.793430000000000746e+00
3.266999999999999886e+02,-9.839769999999999683e+00
3.268000000000000114e+02,-9.796219999999999928e+00
3.268999999999999773e+02,-9.710269999999999513e+00
3.270000000000000000e+02,-9.687490000000000379e+00
3.271000000000000227e+02,-9.771219999999999573e+00
3.271999999999999886e+02,-9.858859999999999957e+00
3.273000000000000114e+02,-9.835869999999999891e+00
3.273999999999999773e+02,-9.739589999999999748e+00
3.275000000000000000e+02,-9.694850000000000634e+00
3.276000000000000227e+02,-9.740119999999999223e+00
3.276999999999999886e+02,-9.833830000000000737e+00
3.278000000000000114e+02,-9.893280000000000740e+00
3.278999999999999773e+02,-9.851219999999999644e+00
3.280000000000000000e+02,-9.749819999999999709e+00
3.281000000000000227e+02,-9.703340000000000742e+00
3.281999999999999886e+02,-9.781760000000000232e+00
3.283000000000000114e+02,-9.892279999999999518e+00
3.283999999999999773e+02,-9.903119999999999479e+00
3.285000000000000000e+02,-9.828670000000000684e+00
3.286000000000000227e+02,-9.775270000000000792e+00
3.286999999999999886e+02,-9.794059999999999988e+00
3.288000000000000114e+02,-9.872059999999999391e+00
3.288999999999999773e+02,-9.934779999999999944e+00
3.290000000000000000e+02,-9.910909999999999442e+00
3.291000000000000227e+02,-9.823539999999999495e+00
3.291999999999999886e+02,-9.783929999999999794e+00
3.293000000000000114e+02,-9.858399999999999608e+00
3.293999999999999773e+02,-9.973950000000000315e+00
3.295000000000000000e+02,-9.992430000000000589e+00
3.296000000000000227e+02,-9.910550000000000637e+00
3.296999999999999886e+02,-9.839489999999999625e+00
3.298000000000000114e+02,-9.846009999999999707e+00
3.298999999999999773e+02,-9.931580000000000297e+00
3.300000000000000000e+02,-1.002326000000000050e+01
3.301000000000000227e+02,-1.002876999999999974e+01
3.301999999999999886e+02,-9.944399999999999906e+00
3.303000000000000114e+02,-9.880160000000000053e+00
3.303999999999999773e+02,-9.926370000000000360e+00
3.305000000000000000e+02,-1.003471000000000046e+01
3.306000000000000227e+02,-1.007252000000000081e+01
3.306999999999999886e+02,-1.001545999999999914e+01
3.308000000000000114e+02,-9.957209999999999894e+00
3.308999999999999773e+02,-9.960879999999999512e+00
3.310000000000000000e+02,-1.004050999999999938e+01
3.311000000000000227e+02,-1.013153999999999932e+01
3.311999999999999886e+02,-1.013823999999999970e+01
3.313000000000000114e+02,-1.005059999999999931e+01
3.313999999999999773e+02,-9.979229999999999379e+00
3.315000000000000000e+02,-1.002492999999999945e+01
3.316000000000000227e+02,-1.014897000000000027e+01
3.316999999999999886e+02,-1.021485000000000021e+01
3.318000000000000114e+02,-1.017322000000000060e+01
3.318999999999999773e+02,-1.010124000000000066e+01
3.320000000000000000e+02,-1.007980000000000054e+01
3.321000000000000227e+02,-1.013626999999999967e+01
3.321999999999999886e+02,-1.023286000000000051e+01
3.323000000000000114e+02,-1.026984000000000030e+01
3.323999999999999773e+02,-1.020894000000000013e+01
3.325000000000000000e+02,-1.014105999999999952e+01
3.326000000000000227e+02,-1.017586999999999975e+01
3.326999999999999886e+02,-1.028771000000000058e+01
3.328000000000000114e+02,-1.035370999999999952e+01
3.328999999999999773e+02,-1.031663999999999959e+01
3.330000000000000000e+02,-1.024405999999999928e+01
3.331000000000000227e+02,-1.022124999999999950e+01
3.331999999999999886e+02,-1.028269000000000055e+01
3.333000000000000114e+02,-1.039836999999999989e+01
3.333999999999999773e+02,-1.045564000000000071e+01
3.335000000000000000e+02,-1.039525000000000077e+01
3.336000000000000227e+02,-1.030457000000000001e+01
3.336999999999999886e+02,-1.030990000000000073e+01
3.338000000000000114e+02,-1.041615000000000002e+01
3.338999999999999773e+02,-1.050458000000000069e+01
3.340000000000000000e+02,-1.050355000000000061e+01
3.341000000000000227e+02,-1.044702999999999982e+01
3.341999999999999886e+02,-1.041793999999999976e+01
3.343000000000000114e+02,-1.045686000000000071e+01
3.343999999999999773e+02,-1.055890999999999913e+01
3.345000000000000000e+02,-1.061928999999999945e+01
3.346000000000000227e+02,-1.057047999999999988e+01
3.346999999999999886e+02,-1.048828999999999922e+01
3.348000000000000114e+02,-1.049502000000000024e+01
3.348999999999999773e+02,-1.060732999999999926e+01
3.350000000000000000e+02,-1.070964999999999989e+01
3.351000000000000227e+02,-1.071490999999999971e+01
3.351999999999999886e+02,-1.064897999999999989e+01
3.353000000000000114e+02,-1.059829000000000043e+01
3.353999999999999773e+02,-1.062020000000000053e+01
3.355000000000000000e+02,-1.073020999999999958e+01
3.356000000000000227e+02,-1.082372999999999941e+01
3.356999999999999886e+02,-1.080569999999999986e+01
3.358000000000000114e+02,-1.072606000000000037e+01
3.358999999999999773e+02,-1.071224999999999916e+01
3.360000000000000000e+02,-1.079822000000000060e+01
3.361000000000000227e+02,-1.089779000000000053e+01
3.361999999999999886e+02,-1.091497000000000028e+01
3.363000000000000114e+02,-1.086843000000000004e+01
3.363999999999999773e+02,-1.082512999999999970e+01
3.365000000000000000e+02,-1.084877999999999965e+01
3.366000000000000227e+02,-1.095865000000000045e+01
